d.kode_rs,d.nama_rs,d.nama_prop,d.kelas,d.pemilik,d.akreditasi
3507248,RS Bedah Hasta Husada,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3515127,RS Umum Assakinah Medika,JAWA TIMUR,D,Perusahaan,Lulus Perdana
3573246,RSU Hermina Tangkubanprahu,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3507100,RS Siti Miriam,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3507099,RS Prasetya Husada,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Madya
3573244,RS Ibu dan Anak Puri,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Madya
3516075,RS Mawaddah Medika,JAWA TIMUR,C,Perusahaan,Tingkat Madya
3571145,RS Ibu dan Anak Citra Keluarga,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3525088,RS Muhammadiyah Gresik,JAWA TIMUR,C,Organisasi Islam ,Tingkat Paripurna
3507098,RS Mitra Delima,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3513025,RS Ibu dan Anak Fatimah Kraksaan,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3573243,RS Ibu dan Anak Mardi Waloeja Kauman Malang,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Dasar
3271162,RS Bersalin Pasutri,JAWA BARAT,C,Perusahaan,Lulus Perdana
1406043,RS Umum  Mesra,R I A U,D,Perusahaan,Lulus Perdana
3216386,RS Amanda Cikarang Selatan,JAWA BARAT,C,Perusahaan,Lulus Perdana
5208002,RS Umum Kab. Lombok Utara,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Utama
3174509,RS Ibu dan Anak St. Yusuf,DKI JAKARTA,C,Organisasi Katholik,Lulus Perdana
1307017,RS Ibu dan Anak Rezki Bunda,SUMATERA BARAT,C,Perorangan,Tingkat Madya
3519024,RS Umum Daerah Dolopo,JAWA TIMUR,C,Pemkab,Lulus Perdana
1872065,RS Bersalin Asih,LAMPUNG,C,Organisasi Sosial,Lulus Perdana
1372012,RS Tkt. IV 01.07.06 Solok,SUMATERA BARAT,D,TNI AD,Lulus Perdana
1371456,RS Islam Siti Rahmah,SUMATERA BARAT,C,Organisasi Islam ,Tingkat Utama
1371455,RS Ibu dan Anak Siti Hawa,SUMATERA BARAT,C,Perorangan,Tingkat Utama
1304014,RS Umum Daerah Kabupaten Sijunjung,SUMATERA BARAT,C,Pemkab,Tingkat Utama
3201230,RS Umum Sentra Medika Cibinong,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
2171064,RS Santa Elisabeth Sei Lekop,KEPULAUAN RIAU,D,Perusahaan,Tingkat Paripurna
1371446,RS Umum Citra Bunda Medical Center Padang,SUMATERA BARAT,C,Perorangan,Tingkat Paripurna
1571161,RS Ibu dan Anak Annisa,JAMBI,C,Perusahaan,Tingkat Paripurna
1571159,RS Islam Arafah,JAMBI,C,Perusahaan,Tingkat Paripurna
3579003,RS Bhayangkara Hasta Brata Batu ,JAWA TIMUR,D,POLRI,Tingkat Utama
3404185,RS Khusus Bedah Sinduadi,D I YOGYAKARTA,C,Perusahaan,Lulus Perdana
3401051,RS Umum Rizki Amalia,D I YOGYAKARTA,D,SWASTA/ LAINNYA,Lulus Perdana
3401050,RS Umum PKU Muhammadiyah Nanggulan,D I YOGYAKARTA,D,Organisasi Sosial,Lulus Perdana
3402076,RS Khusus Bedah Ring Road Selatan,D I YOGYAKARTA,C,SWASTA/ LAINNYA,Tingkat Utama
3404184,RS Umum Bhayangkara POLDA DIY,D I YOGYAKARTA,D,POLRI,Lulus Perdana
3404183,RS Umum PKU Muhammadiyah Gamping,D I YOGYAKARTA,C,Organisasi Sosial,Tingkat Paripurna
1222002,RS Umum Daerah Kota Pinang,SUMATERA UTARA,C,Pemkab,Lulus Perdana
6171136,RS Bersalin Nabasa Pontianak,KALIMANTAN BARAT,C,SWASTA/ LAINNYA,Tingkat Dasar
5104035,RS Umum Ari Canti,BALI,C,Perusahaan,Tingkat Utama
5171217,RS Umum Surya Husada Ubung,BALI,C,Organisasi Sosial,Tingkat Paripurna
5103033,RS Umum Kasih Ibu Kedonganan,BALI,C,Organisasi Sosial,Tingkat Paripurna
5102044,RS Umum Wisma Prashanti,BALI,C,SWASTA/ LAINNYA,Tingkat Madya
5171216,RS Bhayangkara Denpasar,BALI,C,POLRI,Lulus Perdana
7571022,RS Ibu dan Anak Siti Khadidjah,GORONTALO,C,Organisasi Islam ,Lulus Perdana
3576074,RS Kamar Medika,JAWA TIMUR,D,Perusahaan,Tingkat Dasar
3515126,RS Umum Al-Islam H. M. Mawardi,JAWA TIMUR,C,Organisasi Islam ,Tingkat Utama
3516033,RS Islam Arofah,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3577086,RS Umum Griya Husada Madiun,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3515125,RS Ibu dan Anak Kirana,JAWA TIMUR,C,Perusahaan,Lulus Perdana
3518046,RS Islam Aisyiyah Nganjuk,JAWA TIMUR,D,Organisasi Islam ,Tingkat Madya
3506060,RS Ibu dan Anak Kasih Bunda,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3516032,RS Sido Waras,JAWA TIMUR,C,Perusahaan,Tingkat Paripurna
3504070,RS Umum Islam  Madinah,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3504069,RS Umum Satiti Prima Husada,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Dasar
3504068,RS Umum Bhayangkara Tulungagung,JAWA TIMUR,C,POLRI,Tingkat Paripurna
3578771,RS Ibu dan Anak Putri Surabaya,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3578770,RS Wijaya Surabaya,JAWA TIMUR,D,Organisasi Sosial,Tingkat Utama
3578768,RS Ibu dan Anak Lombok Dua Dua Lontar,JAWA TIMUR,C,Perusahaan,Tingkat Madya
3578767,RS Ibu dan Anak Cempaka Putih Permata,JAWA TIMUR,C,Perusahaan,Tingkat Dasar
3578766,RS Wiyung Sejahtera,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
3578322,RS Paru Surabaya,JAWA TIMUR,C,Pemprop,Lulus Perdana
3508055,RS Djatiroto,JAWA TIMUR,C,BUMN,Tingkat Paripurna
3523053,RS Nahdlatul Ulama Tuban,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Madya
3508054,RS Bhayangkara Lumajang ,JAWA TIMUR,C,POLRI,Tingkat Paripurna
3579002,RSU dr. Etty Asharto Batu,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
1212172,RS Umum Patar Asih,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
5101054,RS Umum Bunda,BALI,C,SWASTA/ LAINNYA,Tingkat Paripurna
5105015,RS Umum Bintang,BALI,C,SWASTA/ LAINNYA,Tingkat Madya
5105014,RS Umum Permata Hati,BALI,C,SWASTA/ LAINNYA,Lulus Perdana
3404182,RS Umum Gramedika 10,D I YOGYAKARTA,D,Perusahaan,Lulus Perdana
3373091,RS Umum Sejahtera Bhakti,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3321034,RS Umum Pelita Anugerah,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3506059,RS Umum Muhammadiyah Siti Khodijah,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Paripurna
3404181,RS Umum At-Turost Al-Islamy,D I YOGYAKARTA,D,Organisasi Islam ,Tingkat Dasar
3216385,RS Umum Harapan Keluarga Jababeka,JAWA BARAT,C,Perusahaan,Tingkat Dasar
5207002,RS Umum Daerah Asy-Syifa Sumbawa Barat,NUSA TENGGARA BARAT,C,Pemkab,Tingkat Paripurna
3278082,RS Umum Permata Bunda,JAWA BARAT,D,SWASTA/ LAINNYA,Tingkat Madya
5271098,RS Bio Medika,NUSA TENGGARA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
3319021,RS Umum  Aisyiyah Kudus,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Paripurna
5206027,RS H. L. Manambai Abdulkadir,NUSA TENGGARA BARAT,C,Pemprop,Tingkat Utama
3374091,RS Umum Bhayangkara Semarang ,JAWA TENGAH,C,POLRI,Tingkat Paripurna
1206063,RS Umum Nuraini,SUMATERA UTARA,D,Perusahaan,Lulus Perdana
1212067,RS Umum Hidayah,SUMATERA UTARA,D,Organisasi Sosial,Lulus Perdana
1872064,RS Umum Permata Hati Metro,LAMPUNG,C,Organisasi Sosial,Lulus Perdana
3171056,RS Khusus Kanker MRCCC Siloam Semanggi,DKI JAKARTA,A,Perusahaan,Tingkat Paripurna
3273145,RS Umum Hermina Arcamanik,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3507096,RS Umum Wava Husada ,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3577052,RS Ibu dan Anak Al Hasanah,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3518045,RS Umum Bhayangkara Tk. III Nganjuk,JAWA TIMUR,C,POLRI,Tingkat Paripurna
9201034,RS Umum Bunda pengharapan,PAPUA,D,Organisasi Sosial,Tingkat Dasar
1118012,RS Umum Daerah Pidie Jaya,ACEH,C,Pemkab,Tingkat Dasar
3471107,RS Khusus Ibu dan Anak  PKU Muhammadiyah Kotagede ,D I YOGYAKARTA,C,Organisasi Islam ,Tingkat Madya
3601010,RS Umum Daerah Berkah Pandeglang,BANTEN,B,Pemkab,Tingkat Madya
3506047,RS Umum Muhammadiyah Surya Melati ,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3275046,RS Umum Mitra Keluarga Bekasi Timur,JAWA BARAT,B,Perusahaan,Tingkat Paripurna
3174052,RS Umum Grha Kedoya,DKI JAKARTA,B,Perusahaan,Tingkat Paripurna
7306057,RS Umum Thalia Irham,SULAWESI SELATAN,D,Perorangan,Lulus Perdana
3201094,RS Umum Annisa,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3572065,RS Umum Aminah,JAWA TIMUR,C,Organisasi Islam ,Tingkat Paripurna
3506058,RS Umum Arga Husada,JAWA TIMUR,D,Organisasi Sosial,Tingkat Dasar
3524042,RS Umum Daerah Ngimbang,JAWA TIMUR,C,Pemkab,Tingkat Utama
3603201,RS Khusus THT-Bedah KL Proklamasi BSD,BANTEN,C,SWASTA/ LAINNYA,Tingkat Madya
3201229,RS Umum Citama,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Madya
3505035,RS Umum Ananda,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Utama
3325037,RS Umum Qim,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
7208012,RS Ibu dan Anak Defina,SULAWESI TENGAH,C,Perorangan,Lulus Perdana
3578246,RS Muji Rahayu,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Utama
5104034,RS Umum Ganesha,BALI,C,Perorangan,Tingkat Paripurna
3322034,RS Umum Ken Saras,JAWA TENGAH,C,Perusahaan,Tingkat Paripurna
3603169,Metro Hospitals Cikupa,BANTEN,C,Perusahaan,Lulus Perdana
6471074,RS Medika Utama Permata,KALIMANTAN TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3208058,RS Umum Kuningan Medical Center,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3404180,RS Ibu Anak Arvita Bunda,D I YOGYAKARTA,C,Organisasi Sosial,Lulus Perdana
9215011,RS Umum Daerah Agats Kab. Asmat,PAPUA,D,Pemkab,Tingkat Paripurna
1116011,RS Umum Daerah Teuku Umar Kabupaten Aceh Jaya,ACEH,C,Pemkab,Lulus Perdana
7571021,RS Bunda,GORONTALO,D,Perusahaan,Lulus Perdana
3329101,RS Umum Dera As-Syifa,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Madya
7108037,RS Umum Daerah Tagulandang,SULAWESI UTARA,C,Pemkab,Lulus Perdana
7371014,RS Umum Daerah Sayang Rakyat,SULAWESI SELATAN,C,Pemprop,Tingkat Paripurna
1771062,RS Tiara Sella,BENGKULU,C,Perusahaan,Tingkat Paripurna
1306056,RS Umum Daerah Padang Pariaman,SUMATERA BARAT,C,Pemkab,Lulus Perdana
3603168,RS Suci Paramita,BANTEN,D,Organisasi Sosial,Lulus Perdana
3303097,RS Bersalin Daerah Panti Nugroho,JAWA TENGAH,C,Pemkab,Lulus Perdana
6404043,RS Umum Meloy,KALIMANTAN TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3305023,RS Umum Permata Medika Kebumen,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Paripurna
3603157,RS Umum Daerah Balaraja,BANTEN,B,Pemkab,Tingkat Paripurna
7104038,RS Umum Daerah Talaud,SULAWESI UTARA,C,Pemkab,Tingkat Dasar
3328035,RS Umum Daerah Suradadi,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3278014,RS Umum Tasik Medika Citratama (TMC),JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3276039,RS Umum Bhayangkara Brimob,JAWA BARAT,C,POLRI,Lulus Perdana
3217121,RS Umum Cahya Kawaluyan,JAWA BARAT,C,Organisasi Katholik,Tingkat Paripurna
1403024,RS Umum Daerah  Raja Musa,R I A U,D,Pemkab,Lulus Perdana
3674193,RS Buah Hati Ciputat,BANTEN,C,Perusahaan,Tingkat Paripurna
3504056,RS Umum Era Medika ,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
1375051,RS Umum Madina,SUMATERA BARAT,D,Organisasi Islam ,Lulus Perdana
7604023,RS Umum Daerah Provinsi Sulawesi Barat,SULAWESI BARAT,C,Pemprop,Lulus Perdana
1403035,RS Umum Daerah  Tengku Sulung,R I A U,D,Pemkab,Tingkat Dasar
5305024,RS Kusta dan Cacat Umum Bunda Pembantu Abadi,NUSA TENGGARA TIMUR,C,Organisasi Sosial,Tingkat Dasar
3171072,RS Umum Dr. Suyoto Pusrehab Kemhan,DKI JAKARTA,B,Kementerian Lain,Tingkat Paripurna
3505024,RS Umum  Aulia Blitar,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3404179,RS Umum Mitra Paramedika,D I YOGYAKARTA,D,Organisasi Sosial,Lulus Perdana
1609011,RS Umum Daerah Martapura,SUMATERA SELATAN,D,Pemkab,Tingkat Dasar
7401024,RS Umum Daerah Kabupaten Buton Utara,SULAWESI TENGGARA,D,Pemkab,Lulus Perdana
5171097,RS Umum Bali Royal,BALI,C,Perusahaan,Tingkat Paripurna
9202014,RS Umum Daerah Dekai,PAPUA,D,Pemkab,Lulus Perdana
3328078,RS Umum Adella,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3404056,RS Jih,D I YOGYAKARTA,B,Perusahaan,Tingkat Paripurna
3320089,RS Umum PKU Muhammadiyah Mayong,JAWA TENGAH,D,Organisasi Islam ,Tingkat Paripurna
3671082,RS Islam Sari Asih Ar-rahmah,BANTEN,C,Organisasi Islam ,Tingkat Madya
3603146,RS Ibu dan Anak Tiara,BANTEN,C,Perusahaan,Tingkat Dasar
3603047,RS Selaras,BANTEN,C,Perusahaan,Lulus Perdana
3275373,RS Umum Mitra Keluarga Cibubur,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
1276036,RS Umum Artha Medica,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
3312021,RS Umum Maguan Husada,JAWA TENGAH,D,Perusahaan,Tingkat Madya
3313053,RS Umum Jati Husada,JAWA TENGAH,D,Perorangan,Lulus Perdana
6171085,RS Bersalin Jeumpa Pontianak,KALIMANTAN BARAT,C,Perusahaan,Tingkat Dasar
1872053,RS Ibu dan Anak Anugerah Medical Center Metro,LAMPUNG,C,Organisasi Sosial,Tingkat Madya
1410043,RS Umum Daerah  Kabupaten Kepulauan Meranti,R I A U,D,Pemkab,Tingkat Paripurna
3671179,RS Mitra Husada,BANTEN,D,Perusahaan,Lulus Perdana
3276028,RS Umum Mitra Keluarga Depok,JAWA BARAT,B,Perusahaan,Tingkat Paripurna
1202028,RS Umum Permata Madina Panyabungan,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Madya
1102027,RS Umum Daerah Kota Subulussalam,ACEH,C,Pemkot,Lulus Perdana
9217013,RS Umum Daerah Oksibil,PAPUA,D,Pemkab,Lulus Perdana
3314089,RS Umum Daerah dr. Soeratno Gemolong,JAWA TENGAH,C,Pemkab,Tingkat Dasar
3202084,RS Umum Bhakti Medicare,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
1902042,RS Umum Arsani,KEPULAUAN BANGKA BELITUNG,C,SWASTA/ LAINNYA,Tingkat Dasar
9227011,RS Umum Daerah Supiori,PAPUA,D PRATAMA,Pemkab,Lulus Perdana
9106013,RS Umum Daerah Scholoo Keyen,PAPUA BARAT,C,Pemkab,Tingkat Utama
8271042,RS Islam PKU Muhammadiyah Maluku Utara,MALUKU UTARA,D,Organisasi Sosial,Tingkat Paripurna
5303045,RS Umum Daerah Naibonat,NUSA TENGGARA TIMUR,C,Pemkab,Lulus Perdana
5310034,RS Umum St. Gabriel Kewapante Sikka,NUSA TENGGARA TIMUR,D,Organisasi Sosial,Tingkat Utama
5108075,RS Umum Shanti Graha,BALI,D,SWASTA/ LAINNYA,Tingkat Madya
3671136,RS Umum Hermina Tangerang,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
3602045,RS Umum Daerah Malingping,BANTEN,C,Pemprop,Lulus Perdana
3328042,RSU Mitra Keluarga Tegal,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3319043,RS Umum  Nurussyifa,JAWA TENGAH,D,Organisasi Islam ,Lulus Perdana
3317026,RS Umum Islam Arafah,JAWA TENGAH,D,Organisasi Islam ,Tingkat Madya
3314078,RS Ibu dan Anak Restu Ibu,JAWA TENGAH,C,Organisasi Sosial,Lulus Perdana
3309128,RS Umum Asy-Syifa Sambi,JAWA TENGAH,D,Organisasi Islam ,Lulus Perdana
3306023,RS Umum  Aisyiyah,JAWA TENGAH,D,Organisasi Islam ,Tingkat Madya
3302074,RS Umum An Ni'mah,JAWA TENGAH,D,Perusahaan,Lulus Perdana
3206023,RS Umum Daerah Singaparna Medika Citrautama,JAWA BARAT,C,Pemkab,Tingkat Paripurna
3201083,RS Umum Daerah Leuwiliang,JAWA BARAT,B,Pemkab,Tingkat Paripurna
3175075,RS Umum Mulyasari,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
2071048,RS Ibu dan Anak Mutiara Aini,KEPULAUAN RIAU,C,Perusahaan,Lulus Perdana
1872042,RS Umum Muhammadiyah Metro,LAMPUNG,C,Organisasi Sosial,Tingkat Paripurna
1871048,RS Umum Daerah Dr. A. Dadi Tjokrodipo,LAMPUNG,C,Pemkot,Lulus Perdana
1703045,RS Hana Charitas Arga Makmur,BENGKULU,D,Organisasi Katholik,Tingkat Utama
1671094,RS Umum Sriwijaya,SUMATERA SELATAN,C,Perusahaan,Lulus Perdana
1275321,RS Umum Siti Hajar,SUMATERA UTARA,C,Perusahaan,Tingkat Dasar
1275061,RS Umum Delima Medan,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1213057,RS Umum Delia,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
3578235,RS Bunda ,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Madya
3208057,RS Umum El - Syifa,JAWA BARAT,D,Perusahaan,Lulus Perdana
7313023,RS Umum Daerah Siwa,SULAWESI SELATAN,D,Pemkab,Tingkat Utama
8106010,RS Umum Piru,MALUKU,C,Pemkab,Tingkat Madya
3304032,RS Umum Islam Banjarnegara,JAWA TENGAH,D,Organisasi Sosial,Tingkat Paripurna
3302063, RS Khusus Bedah Jatiwinangun,JAWA TENGAH,C,SWASTA/ LAINNYA,Lulus Perdana
3277018,RS Umum Mitra Anugrah Lestari,JAWA BARAT,C,Organisasi Sosial,Tingkat Dasar
3276017,RS Umum Sentra Medika,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3275052,RS Umum Juwita,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3275039,RS Umum Masmitra,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3275017,RS Ibu dan Anak Karunia Kasih,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3272062,RS Umum Kartika Kasih,JAWA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
3271161,RS Umum Melania,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3201150,RS Umum Family Medical Center,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3216362,RS Umum Karya Medika II,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3216351,RS Umum Kartika Husada,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3216340,RS Umum Medirossa Cikarang,JAWA BARAT,C,Organisasi Sosial,Lulus Perdana
3275141,RS Umum Permata Bekasi,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
3275035,RS Umum Sentosa,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3215156,RS Umum Lira Medika,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3215045,RS Umum Dewi Sri,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
3214031,RS Umum Siloam Purwakarta,JAWA BARAT,B,Perusahaan,Tingkat Paripurna
3212042,RS Umum Bhayangkara Indramayu,JAWA BARAT,C,POLRI,Tingkat Utama
3208046,RS Umum Juanda,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3207056,RS Umum Al - Arif,JAWA BARAT,D,Organisasi Sosial,Tingkat Dasar
3202073, RS Umum Betha Medika ,JAWA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
3174074,RS Umum Daerah Cengkareng,DKI JAKARTA,B,Pemprop,Tingkat Paripurna
3172137,RS Ibu dan Anak Sayyidah,DKI JAKARTA,C,SWASTA/ LAINNYA,Lulus Perdana
2004012, RS Umum Daerah Dabo Kabupaten Lingga,KEPULAUAN RIAU,D,Pemkab,Lulus Perdana
1872031,RS Umum Islam Metro,LAMPUNG,D,Organisasi Sosial,Lulus Perdana
1871037, RS Ibu dan Anak Anugerah Medika,LAMPUNG,C,Perusahaan,Lulus Perdana
1704028, RS Umum Daerah Kaur,BENGKULU,C,Pemkab,Lulus Perdana
1671072,RS Dr. Rivai Abdullah,SUMATERA SELATAN,C,Kemkes ,Tingkat Paripurna
1571067,RS Umum Mayang Medical Centre,JAMBI,C,SWASTA/ LAINNYA,Tingkat Paripurna
1505027,RS Umum Daerah Sungai Bahar,JAMBI,D,Pemkab,Lulus Perdana
1471079,RS Umum  Syafira,R I A U,C,SWASTA/ LAINNYA,Tingkat Paripurna
1471067,RS Umum  Eka Hospital Pekanbaru,R I A U,B,SWASTA/ LAINNYA,Tingkat Paripurna
1408067,RS Umum PT Chevron Pacific Indonesia,R I A U,D,Perusahaan,Tingkat Utama
1404025,RS Umum  Efarina Etaham,R I A U,C,SWASTA/ LAINNYA,Tingkat Paripurna
1275309,RS Khusus Mata Medan Baru Medical Centre,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Madya
1275232,RS Khusus Bedah Accuplast,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1218024,RS Umum Melati ,SUMATERA UTARA,C,Organisasi Sosial,Tingkat Madya
1218013,RS Umum Trianda,SUMATERA UTARA,D,Organisasi Sosial,Lulus Perdana
1212171,RS Umum Rahmad Hidayah,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1275147,RS Umum Full Bethesda,SUMATERA UTARA,C,Organisasi Sosial,Lulus Perdana
1211124,RS Umum Efarina Etaham,SUMATERA UTARA,C,SWASTA/ LAINNYA,Tingkat Madya
1105078, RS Umum Graha Bunda ,ACEH,C,Organisasi Sosial,Tingkat Utama
1105067,RS Umum Daerah Sultan Alaiddin Said Maulana Abdul,ACEH,C,Pemkab,Lulus Perdana
8205032, RS Umum Daerah Kab. Pulau Morotai,MALUKU UTARA,D,Pemkab,Lulus Perdana
8205021,RS Umum Daerah Weda,MALUKU UTARA,D,Pemkab,Lulus Perdana
8171121,RS Bhayangkara Ambon,MALUKU,D,POLRI,Lulus Perdana
8101063,RS Umum Daerah Dr. P. P. Magretti Saumlaki,MALUKU,D,Pemkab,Lulus Perdana
7605013,RS Umum Daerah Mamuju Utara,SULAWESI BARAT,D,Pemkab,Lulus Perdana
7504012,RS Umum Daerah Tombulilato,GORONTALO,D,Pemkab,Lulus Perdana
7502021,RS Islam,GORONTALO,D,Organisasi Sosial,Lulus Perdana
7406036,RS Umum Daerah Kabupaten Bombana,SULAWESI TENGGARA,C,Pemkab,Lulus Perdana
7371234,RS Khusus Daerah Ibu dan Anak Pertiwi,SULAWESI SELATAN,B,Pemprop,Tingkat Utama
7371107,Rumah Sakit Ibu Dan Anak Masyita,SULAWESI SELATAN,C,Organisasi Sosial,Lulus Perdana
7318010, RS Umum Elim Rantepao,SULAWESI SELATAN,C,Organisasi Sosial,Tingkat Utama
7317075, RS Umum Daerah Batara Guru,SULAWESI SELATAN,C,Pemkab,Tingkat Paripurna
7106018,RS Umum Daerah Maria Walanda Maramis,SULAWESI UTARA,C,Pemkab,Lulus Perdana
7109028, RSU Ratatotok - Buyat,SULAWESI UTARA,C,Kemkes ,Tingkat Utama
7174035, RS Umum Daerah Kota Kotamobagu ,SULAWESI UTARA,C,Pemkot,Lulus Perdana
6471073,RS Bhayangkara Balikpapan,KALIMANTAN TIMUR,C,POLRI,Tingkat Utama
6406012,RS Umum Daerah Kabupaten Malinau ,KALIMANTAN UTARA,C,Pemkab,Tingkat Paripurna
6311016,RS Umum Daerah Balangan ,KALIMANTAN SELATAN,C,Pemkab,Tingkat Dasar
6171067,RS Anton Soedjarwo Pontianak ,KALIMANTAN BARAT,C,POLRI,Tingkat Paripurna
5303024, RSUD Rote Ndao Ba'a ,NUSA TENGGARA TIMUR,D,Pemkab,Lulus Perdana
5303013, RS Umum Daerah S. K. Lerik,NUSA TENGGARA TIMUR,C,Pemkot,Lulus Perdana
5271087,RS Umum Daerah Kota Mataram ,NUSA TENGGARA BARAT,B,Pemkot,Tingkat Paripurna
5108064,RS Umum Parama Sidhi ,BALI,C,SWASTA/ LAINNYA,Lulus Perdana
5103032,RS Daerah Mangusada,BALI,B,Pemkab,Tingkat Paripurna
5102043,RS Umum Bhakti Rahayu Tabanan,BALI,D,SWASTA/ LAINNYA,Tingkat Madya
3674168,RS Umum Daerah Kota Tangerang Selatan,BANTEN,C,Pemkot,Tingkat Paripurna
3674157,RS Medika BSD ,BANTEN,B,SWASTA/ LAINNYA,Tingkat Madya
3578224,RS Umum Islam Surabaya Jemursari ,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3578213,RS Umum Daerah Bhakti Dharma Husada,JAWA TIMUR,B,Pemkot,Tingkat Paripurna
3517087,RS Unipdu Medika Jombang,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3515121,RS Umum Anwar Medika ,JAWA TIMUR,C,Organisasi Sosial,Tingkat Paripurna
3507085,RS Umum Daerah Lawang ,JAWA TIMUR,C,Pemkab,Tingkat Utama
3404168,RS Umum Daerah Prambanan,D I YOGYAKARTA,C,Pemkab,Tingkat Paripurna
3404092,RSU Puri Husada Yogyakarta ,D I YOGYAKARTA,D,SWASTA/ LAINNYA,Lulus Perdana
3404081,RS Umum Condong Catur ,D I YOGYAKARTA,D,SWASTA/ LAINNYA,Tingkat Utama
