d.kode_rs,d.nama_rs,d.nama_prop,d.jenis_rs,d.kelas,d.pemilik,(d.total_tt)
1971002,RS  Katolik Bhakti Wara,KEPULAUAN BANGKA BELITUNG,RSU,D,Organisasi Katholik,76
1813001,RSUD KH. Muhammad Thohir KRUI,LAMPUNG,RSU,D,Pemkab,19
1806039,RS Medika Insani,LAMPUNG,RSU,D,SWASTA/ LAINNYA,38
1806038,RS Candimas Medical Center,LAMPUNG,RSU,D,SWASTA/ LAINNYA,40
1806037,RS Maria Regina,LAMPUNG,RSU,D,Organisasi Katholik,41
1812003,RS Umum Daerah Tulang Bawang Barat,LAMPUNG,RSU,D,Pemkab,0
1808017,RS Umum Penawar Medika,LAMPUNG,RSU,D,Perusahaan,42
1808016,RS Umum Mutiara Bunda,LAMPUNG,RSU,D,SWASTA/ LAINNYA,94
1809003,RS Umum Gladish Medical Center,LAMPUNG,RSU,D,SWASTA/ LAINNYA,53
1872066,RS Azizah,LAMPUNG,RSU,D,Perusahaan,30
1812002,RS Umum Asy-Syifa Medika,LAMPUNG,RSU,D,Perusahaan,38
1805046,RS Umum Kartini,LAMPUNG,RSU,D,SWASTA/ LAINNYA,67
1806036,RS Umum HI. Muhammad Yusuf,LAMPUNG,RSU,D,Perusahaan,45
1871002,RS Umum Wisma Rini Pringsewu,LAMPUNG,RSU,D,Perorangan,90
1810003,RSU Surya Asih,LAMPUNG,RSU,D,Perorangan,76
1872031,RS Umum Islam Metro,LAMPUNG,RSU,D,Organisasi Sosial,71
1805012,RS Umum Mitra Mulia Husada,LAMPUNG,RSU,D,SWASTA/ LAINNYA,45
1802016, RS Panti Secanti,LAMPUNG,RSU,D,Organisasi Sosial,75
1701016,RS As-syifa,BENGKULU,RSU,D,SWASTA/ LAINNYA,58
9213038,RS Bergerak Kab.Boven Digoel,PAPUA,RSU,Belum Ditetapkan,Pemkab,22
1702034,RS Pembantu Curup Bengkulu,BENGKULU,RSU,D,TNI AD,22
1709038,RS Umum Daerah Bengkulu Tengah,BENGKULU,RSU,D,Pemkab,64
1771040,RS Tk. IV Bengkulu,BENGKULU,RSU,D,TNI AD,66
1705018, RS Umum Daerah Tais Kabupaten Seluma,BENGKULU,RSU,D,Pemkab,55
1703027,RS Bergerak Enggano,BENGKULU,RSU,D,Pemkab,10
1707026, RS Umum Daerah Lebong,BENGKULU,RSU,D,Pemkab,50
1674008,RS Umum Daerah Petanang,SUMATERA SELATAN,RSU,D,Pemkot,42
1671350,RS Umum Daerah Gandus Palembang,SUMATERA SELATAN,RSU,D,Pemkot,28
1603089,RS Umum Daerah Gelumbang,SUMATERA SELATAN,RSU,D,Pemkab,0
1603088,RS Umum Daerah Lubai Ulu ,SUMATERA SELATAN,RSU,D,Pemkab,29
1603087,RS Umum Daerah Semende Darat Laut,SUMATERA SELATAN,RSU,D,Pemkab,30
1610005,RS Ar-Royyan,SUMATERA SELATAN,RSU,D,SWASTA/ LAINNYA,37
1602016,RS Safira Pasa,SUMATERA SELATAN,RSU,D,Perorangan,54
1601084,RS Umum Dokter Maulana AK,SUMATERA SELATAN,RSU,D,Perusahaan,27
1610004,RS Umum Mahyuzahra,SUMATERA SELATAN,RSU,D,SWASTA/ LAINNYA,27
1609012,RS Islam At-Taqwa Gumawang,SUMATERA SELATAN,RSU,D,SWASTA/ LAINNYA,81
1671336,RSU Graha Mandiri ,SUMATERA SELATAN,RSU,D,Perusahaan,43
1672002,RS Umum Fadhilah Kota Prabumulih,SUMATERA SELATAN,RSU,D,Perusahaan,60
1605044,RS Umum Daerah Muara Beliti,SUMATERA SELATAN,RSU,D,Pemkab,50
1610003,RS Umum Daerah Kabupaten Ogan Ilir,SUMATERA SELATAN,RSU,D,Pemkab,0
1671327,RS Karya Asih Charitas Palembang,SUMATERA SELATAN,RSU,D,Organisasi Sosial,47
1611042,RS Umum Daerah Kabupaten Empat Lawang,SUMATERA SELATAN,RSU,D,Pemkab,79
1601002,RS Umum Dr. Noesmir Baturaja,SUMATERA SELATAN,RSU,D,TNI AD,73
1609011,RS Umum Daerah Martapura,SUMATERA SELATAN,RSU,D,Pemkab,50
1608051, RS Umum Daerah Muara Dua,SUMATERA SELATAN,RSU,D,Pemkab,81
1606032, RS Umum Daerah Bayung Lincir,SUMATERA SELATAN,RSU,D,Pemkab,55
1606022, RS Umum Daerah Sungai Lilin,SUMATERA SELATAN,RSU,D,Pemkab,53
1605043,RS Umum Daerah Rupit Kabupaten Musi Rawas Utara,SUMATERA SELATAN,RSU,D,Pemkab,52
1604020,RS Tk IV Lahat,SUMATERA SELATAN,RSU,D,TNI AD,60
1603085, RS Umum Daerah Talang Ubi,SUMATERA SELATAN,RSU,D,Pemkab,76
1609046,RS Umum Panti Bhaktiningsih,SUMATERA SELATAN,RSU,D,Organisasi Sosial,107
1601035,RS Umum Santo Antonio Baturaja,SUMATERA SELATAN,RSU,D,Organisasi Katholik,135
1507013,RS Umum Daerah Suryah Khairuddin,JAMBI,RSU,D,Pemkab,24
1509031,RS Jabal Rahmah Medika,JAMBI,RSU,D,SWASTA/ LAINNYA,49
1502019,RS Merangin Medical Centre,JAMBI,RSU,D,SWASTA/ LAINNYA,20
1571164,RS Umum Rimbo Medika,JAMBI,RSU,D,Organisasi Sosial,17
1571169,RS Umum Daerah H. Abdurrahman Sayoeti,JAMBI,RSU,D,Pemkot,14
1508002,RS Umum Setia Budi,JAMBI,RSU,D,Perusahaan,25
1502018,RS Andimas,JAMBI,RSU,D,SWASTA/ LAINNYA,20
1571165,RS Umum Erni Medika,JAMBI,RSU,D,SWASTA/ LAINNYA,29
1505028,RS Umum Daerah Sungai Gelam,JAMBI,RSU,D,Pemkab,46
1509016,RS Sentral Medika,JAMBI,RSU,D,SWASTA/ LAINNYA,40
1509024,RS Umum Bersaudara Mandiri,JAMBI,RSU,D,SWASTA/ LAINNYA,13
1505027,RS Umum Daerah Sungai Bahar,JAMBI,RSU,D,Pemkab,61
1409018,RS Ibunda,R I A U,RSU,D,SWASTA/ LAINNYA,45
1403037,RS 3M Plus,R I A U,RSU,D,SWASTA/ LAINNYA,32
1405017,RS Type D Perawang,R I A U,RSU,D,Pemkab,23
1408088,RS Umum  AAD,R I A U,RSU,D,SWASTA/ LAINNYA,11
1402013,RS Umum  Kasih Ibu Rengat,R I A U,RSU,D,Perusahaan,46
1409014,RS Umum  Cahaya,R I A U,RSU,D,SWASTA/ LAINNYA,38
1471392,RS Umum  Universitas Riau,R I A U,RSU,D,Kementerian Lain,49
1409013,RS Umum  Indah,R I A U,RSU,D,Perusahaan,68
1407014,RS Umum  Surya Insani,R I A U,RSU,D,Perusahaan,45
1407013,RS Umum Azzahra,R I A U,RSU,D,SWASTA/ LAINNYA,38
1471389,RS JMB Pekanbaru,R I A U,RSU,D,Perusahaan,32
1404027,RS Umum  Amalia Medika,R I A U,RSU,D,Perusahaan,31
1408079,RS Umum  Thursina,R I A U,RSU,D,SWASTA/ LAINNYA,39
1404026,RS Umum  Medicare Sorek,R I A U,RSU,D,SWASTA/ LAINNYA,58
1406043,RS Umum  Mesra,R I A U,RSU,D,Perusahaan,29
1403024,RS Umum Daerah  Raja Musa,R I A U,RSU,D,Pemkab,33
1403035,RS Umum Daerah  Tengku Sulung,R I A U,RSU,D,Pemkab,24
1410043,RS Umum Daerah  Kabupaten Kepulauan Meranti,R I A U,RSU,D,Pemkab,94
1473078,RS Bhayangkara Dumai,R I A U,RSU,D,POLRI,15
1408067,RS Umum PT Chevron Pacific Indonesia,R I A U,RSU,D,Perusahaan,9
1473024,RS Pertamina Dumai,R I A U,RSU,D,BUMN,19
1471022,RS Tk IV Pekanbaru,R I A U,RSU,D,TNI AD,48
1408055,RS Umum  Mutia Sari,R I A U,RSU,D,Organisasi Sosial,65
1406031,RS Umum  Tandun,R I A U,RSU,D,BUMN,19
1304015,RS Alya,SUMATERA BARAT,RSU,D,SWASTA/ LAINNYA,21
1309023,RS Islam Ibnu Sina Panti Yarsi ,SUMATERA BARAT,RSU,D,SWASTA/ LAINNYA,24
1311002,RS Umum Daerah Sungai Rumbai,SUMATERA BARAT,RSU,D,Pemkab,17
1302013,RS Umum Daerah Tapan,SUMATERA BARAT,RSU,D,Pemkab,50
1305017,RS Umum Harapan Ibunda,SUMATERA BARAT,RSU,D,SWASTA/ LAINNYA,25
1377007,RS Umum Daerah Dr Sadikin Kota Pariaman,SUMATERA BARAT,RSU,D,Pemkot,27
1302012,RS Umum BKM,SUMATERA BARAT,RSU,D,Perusahaan,57
1377005,RS Umum Tamar Medical Centre,SUMATERA BARAT,RSU,D,SWASTA/ LAINNYA,50
1377003,RS Umum Aisyiyah Pariaman,SUMATERA BARAT,RSU,D,Organisasi Sosial,78
1372012,RS Tkt. IV 01.07.06 Solok,SUMATERA BARAT,RSU,D,TNI AD,60
1375051,RS Umum Madina,SUMATERA BARAT,RSU,D,Organisasi Islam ,45
1375025, RS Tk IV Bukit Tinggi,SUMATERA BARAT,RSU,D,TNI AD,50
1374024,RS Umum Ibnu Sina Padang Panjang,SUMATERA BARAT,RSU,D,Organisasi Islam ,32
1371284,RS Umum Selaguri,SUMATERA BARAT,RSU,D,Organisasi Sosial,33
1371123,RS Bhayangkara Padang,SUMATERA BARAT,RSU,D,POLRI,41
1301010, RS Umum Daerah Kep. Mentawai,SUMATERA BARAT,RSU,D,Pemkab,48
1205142,RS Umum Sint Lucia,SUMATERA UTARA,RSU,D,Organisasi Katholik,50
1212185,RS Umum Pancur Batu,SUMATERA UTARA,RSU,D,Pemkab,48
1271033,RS Metta Medika II,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,61
1207071,RS Harapan Bunda,SUMATERA UTARA,RSU,D,Perusahaan,49
1273108,RS Rasyida Siantar,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,33
1207069,RS Dokter Takdir,SUMATERA UTARA,RSU,D,Perusahaan,33
1223006,RS Umum Flora,SUMATERA UTARA,RSU,D,Perusahaan,0
1218029,RS Umum Melati Desa Pon,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,42
1212182,RS Umum Noor,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,15
1213061,Rumah Sakit Umum Surya,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,0
1275924,RS Umum Gran Theresia Herna,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,56
1277027,RS Metta Medika,SUMATERA UTARA,RSU,D,Perusahaan,65
1208065,RS Umum Radiva,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,0
1209081,RS Umum Karya Husada,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,53
1220002,RS Umum Berkah,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,32
1208064,RS Umum Permata Hati,SUMATERA UTARA,RSU,D,Perusahaan,33
1275919,RS Umum Ananda Putri Medan,SUMATERA UTARA,RSU,D,Organisasi Sosial,0
1208062,RS Umum Methodist Bintang Kasih,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,0
1208061,RS Umum Ivan Husada,SUMATERA UTARA,RSU,D,Perorangan,0
1208060,RS Umum Lina,SUMATERA UTARA,RSU,D,Perorangan,25
1208059,RS Umum Bunda Mulia,SUMATERA UTARA,RSU,D,Perorangan,31
1274061,RS Umum Natama,SUMATERA UTARA,RSU,D,Perusahaan,28
1272033,RS Umum Hadi Husada,SUMATERA UTARA,RSU,D,Perusahaan,47
1213058,RS Umum Wampu Norita,SUMATERA UTARA,RSU,D,Perusahaan,46
1208057,RS Umum Wira Husada,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,87
1223003,RS Umum Ayah Bunda,SUMATERA UTARA,RSU,D,Perorangan,0
1212176,RS Umum Joko,SUMATERA UTARA,RSU,D,Organisasi Sosial,50
1212175,RS Umum Mitra Sehat,SUMATERA UTARA,RSU,D,Organisasi Sosial,50
1212174,RS Umum Keliat,SUMATERA UTARA,RSU,D,Organisasi Sosial,55
1208056,RS Umum Setio Husodo,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,107
1207064,RS Umum Kasih Ibu,SUMATERA UTARA,RSU,D,Perusahaan,0
1275892,RS Umum Ridos,SUMATERA UTARA,RSU,D,Organisasi Sosial,31
1278002,RS Umum Bethesda Gunungsitoli,SUMATERA UTARA,RSU,D,Organisasi Sosial,100
1219002,RS Umum Lasmi Kartika,SUMATERA UTARA,RSU,D,Organisasi Sosial,36
1275887,RS Umum Ibnu Saleh,SUMATERA UTARA,RSU,D,Organisasi Islam ,21
1218025,RS Umum Sawit Indah Perbaungan,SUMATERA UTARA,RSU,D,Perusahaan,26
1214011,RS Umum Stella Maris,SUMATERA UTARA,RSU,D,Organisasi Katholik,60
1206063,RS Umum Nuraini,SUMATERA UTARA,RSU,D,Perusahaan,40
1212067,RS Umum Hidayah,SUMATERA UTARA,RSU,D,Organisasi Sosial,46
1218013,RS Umum Trianda,SUMATERA UTARA,RSU,D,Organisasi Sosial,41
1277026,RS Umum Inanta,SUMATERA UTARA,RSU,D,Organisasi Sosial,66
1208068,RS Seger Waras,SUMATERA UTARA,RSU,D,Perorangan,18
1223005,RS Tiga Bersaudara,SUMATERA UTARA,RSU,D,Perorangan,50
1277015,RS TNI Tk. IV 01.07.03,SUMATERA UTARA,RSU,D,TNI AD,52
1275885,RS Umum Muhammadiyah,SUMATERA UTARA,RSU,D,Organisasi Sosial,34
1275830,RS Umum Wulan Windy,SUMATERA UTARA,RSU,D,Perusahaan,60
1275724,RS Umum Sarah,SUMATERA UTARA,RSU,D,Perusahaan,41
1275152,RS Umum Lanu Dr. Abd. Malik,SUMATERA UTARA,RSU,D,TNI AU,22
1273092,RS Umum Mina Padi,SUMATERA UTARA,RSU,D,Organisasi Sosial,32
1214010,RS Umum Daerah Lukas Hilisimaetano,SUMATERA UTARA,RSU,D,Pemkab,54
1209065,RS Umum Daerah Parapat,SUMATERA UTARA,RSU,D,Pemkab,24
1209054,RS GKPS Bethesda Saribu Dolok,SUMATERA UTARA,RSU,D,Organisasi Protestan,34
1208053,RS Umum Sei Dadap,SUMATERA UTARA,RSU,D,Perusahaan,53
1208020,RS Umum Ibu Kartini,SUMATERA UTARA,RSU,D,SWASTA/ LAINNYA,41
1207052,RS Umum Sri Torgamba,SUMATERA UTARA,RSU,D,BUMN,63
1202017,RS Umum Daerah dr. Husni Thamrin,SUMATERA UTARA,RSU,D,Pemkab,25
1174024,RS Umum Az-Zuhra,ACEH,RSU,D,Perusahaan,24
1111005,RSU Prima Inti Medika,ACEH,RSU,D,Perusahaan,46
1109031,RS Islam Ibnu Sina Sigli,ACEH,RSU,D,SWASTA/ LAINNYA,60
1107017,RS Tingkat IV IM 07.02,ACEH,RSU,D,TNI AD,18
1106014,RS Umum Fandika,ACEH,RSU,D,SWASTA/ LAINNYA,31
1174021,RS Umum Sakinah,ACEH,RSU,D,Organisasi Sosial,55
1107016,RS Umum Harapan Sehat,ACEH,RSU,D,SWASTA/ LAINNYA,43
1108017,RS Umum Ibnu Sina,ACEH,RSU,D,SWASTA/ LAINNYA,45
1171147,RS Umum Prince Nayef Bin Abdul Aziz Syiah Kuala Un,ACEH,RSU,D,Perusahaan,25
1107015,RS Umum Montella,ACEH,RSU,D,SWASTA/ LAINNYA,40
1171145,RS Umum Meutia,ACEH,RSU,D,SWASTA/ LAINNYA,27
1110103,RS Umum Avicenna,ACEH,RSU,D,SWASTA/ LAINNYA,73
1174019,RS Umum Bunga Melati,ACEH,RSU,D,Perorangan,93
1109029,RS Umum Citra Husada,ACEH,RSU,D,Perusahaan,70
1110102,RS Umum Telaga Bunda,ACEH,RSU,D,Organisasi Sosial,46
1173003,RS Umum Ummi Langsa,ACEH,RSU,D,SWASTA/ LAINNYA,30
1108016,RS Umum Al-Islamic Aceh Hospital,ACEH,RSU,D,Perusahaan,0
1109028,RS Umum Mufid,ACEH,RSU,D,Perusahaan,72
1110101,RS Umum Bireuen Medical Center ,ACEH,RSU,D,Organisasi Sosial,78
1172031, RS AL Sabang,ACEH,RSU,D,TNI AL,34
1171143,RS Bhayangkara Banda Aceh,ACEH,RSU,D,POLRI,42
1110027,RS Umum Malahayati,ACEH,RSU,D,Organisasi Sosial,52
1109027, RS Umum Daerah TGK. Abdullah Syafii Beureuneun,ACEH,RSU,D,Pemkab,165
1173045, RS Cut Nyak Dhien Langsa,ACEH,RSU,D,Organisasi Sosial,67
1105034,RS Umum Pertamina Rantau,ACEH,RSU,D,BUMN,48
6471082,RS Khusus Mata SMEC Balikpapan,KALIMANTAN TIMUR,RSK Mata,C,Perusahaan,18
6404045,RS Ibu Anak Cahaya Sangatta,KALIMANTAN TIMUR,RSIA,C,SWASTA/ LAINNYA,35
6403017,RS Umum Daerah Dayaku Raja,KALIMANTAN TIMUR,RSU,C,Pemkab,0
6471080,RS Bersalin Kasih Bunda,KALIMANTAN TIMUR,RSIA,C,SWASTA/ LAINNYA,14
6471079,RS Umum Daerah Beriman,KALIMANTAN TIMUR,RSU,C,Pemkot,91
6474034,RS Islam Bontang,KALIMANTAN TIMUR,RSU,C,SWASTA/ LAINNYA,63
6472124,RS Siaga Al-Munawwarah Samarinda,KALIMANTAN TIMUR,RSU,C,Perusahaan,47
6472123,RS Samarinda Medika Citra,KALIMANTAN TIMUR,RSU,C,Perusahaan,147
6472121,RS Khusus Ibu dan Anak Qurrata A'yun,KALIMANTAN TIMUR,RSIA,C,SWASTA/ LAINNYA,28
6404047,RS Ibu Anak Asy Syifa,KALIMANTAN TIMUR,RSIA,C,SWASTA/ LAINNYA,12
6474033,RS Amalia Bontang,KALIMANTAN TIMUR,RSU,C,SWASTA/ LAINNYA,49
6471074,RS Medika Utama Permata,KALIMANTAN TIMUR,RSU,C,SWASTA/ LAINNYA,40
6471073,RS Bhayangkara Balikpapan,KALIMANTAN TIMUR,RSU,C,POLRI,74
6474021,RS Pupuk Kaltim,KALIMANTAN TIMUR,RSU,C,SWASTA/ LAINNYA,90
6472118,RS Umum Daerah Inche Abdoel Moeis,KALIMANTAN TIMUR,RSU,C,Pemkot,137
6472107,RS Umum Haji Darjad,KALIMANTAN TIMUR,RSU,C,SWASTA/ LAINNYA,126
6472052,RS Ibu dan Anak  Aisyiyah Samarinda,KALIMANTAN TIMUR,RSIA,C,Organisasi Sosial,33
6472030,RS Umum Dirgahayu,KALIMANTAN TIMUR,RSU,C,Organisasi Sosial,214
6471062,RS Ibu dan Anak Sayang Ibu,KALIMANTAN TIMUR,RSIA,C,Pemkot,23
6471051, RS  Restu Ibu,KALIMANTAN TIMUR,RSU,C,Organisasi Sosial,132
6471025,RS  Pertamina Balikpapan,KALIMANTAN TIMUR,RSU,C,BUMN,166
6409036,RS Umum Daerah Ratu Aji Putri Botung,KALIMANTAN TIMUR,RSU,C,Pemkab,94
6405011,RS Umum Daerah Dr. Abdul Rivai,KALIMANTAN TIMUR,RSU,C,Pemkab,153
6403052,RS Umum Daerah Aji Batara Agung Dewa Sakti,KALIMANTAN TIMUR,RSU,C,Pemkab,87
6402041,RS Umum Daerah Harapan Insan Sendawar,KALIMANTAN TIMUR,RSU,C,Pemkab,171
6401014,RS Umum Daerah Panglima Sebaya,KALIMANTAN TIMUR,RSU,C,Pemkab,163
6372020,RS Umum Nirwana,KALIMANTAN SELATAN,RSU,C,Perusahaan,26
6371156,RS Umum Daerah Sultan Suriansyah Banjarmasin,KALIMANTAN SELATAN,RSU,C,Pemkot,21
6372019,RSU Almansyur Medika Banjarbaru,KALIMANTAN SELATAN,RSU,C,Perusahaan,26
6372017,RS Umum Syifa Medika,KALIMANTAN SELATAN,RSU,C,Perorangan,72
6371155,RS Ibu dan Anak Annisa,KALIMANTAN SELATAN,RSIA,C,SWASTA/ LAINNYA,19
6301016,RS Ibu dan Anak Ibunda,KALIMANTAN SELATAN,RSIA,C,Perorangan,24
6310018,RS Umum Marina Permata,KALIMANTAN SELATAN,RSU,C,SWASTA/ LAINNYA,95
6301015,RS Borneo Citra Medika,KALIMANTAN SELATAN,RSU,C,SWASTA/ LAINNYA,59
6310016,RS Bersalin Paradise,KALIMANTAN SELATAN,RSIA,C,SWASTA/ LAINNYA,15
6301014,RS Ibu dan Anak Ainun,KALIMANTAN SELATAN,RSIA,C,Organisasi Sosial,22
6303028,RS Ibu dan Anak Mutiara Bunda,KALIMANTAN SELATAN,RSIA,C,Perorangan,23
6303027,RS Umum Pelita Insani,KALIMANTAN SELATAN,RSU,C,SWASTA/ LAINNYA,67
6311016,RS Umum Daerah Balangan ,KALIMANTAN SELATAN,RSU,C,Pemkab,107
6372014,RS Umum Daerah Idaman Banjarbaru,KALIMANTAN SELATAN,RSU,C,Pemkot,172
6371152,RS Bhayangkara Tk. III Banjarmasin,KALIMANTAN SELATAN,RSU,C,POLRI,79
6371141, RS TNI-AU Tk.IV Syamsudin Noor,KALIMANTAN SELATAN,RSU,C,TNI AU,50
6371094,RS Umum Sari Mulia,KALIMANTAN SELATAN,RSU,C,Organisasi Sosial,102
6371050,RS Tk.III Dr. R.Soeharsono,KALIMANTAN SELATAN,RSU,C,TNI AD,131
6371046,RS Islam Banjarmasin,KALIMANTAN SELATAN,RSU,C,Organisasi Islam ,91
6371024,RS Umum Suaka Insan,KALIMANTAN SELATAN,RSU,C,Organisasi Sosial,136
6310015,RS Umum Daerah dr. H. Andi Abdurrahman Noor,KALIMANTAN SELATAN,RSU,C,Pemkab,115
6309025,RS Umum Pertamina Tanjung,KALIMANTAN SELATAN,RSU,C,BUMN,57
6309014, RS Umum Daerah H. Badaruddin Kasim,KALIMANTAN SELATAN,RSU,C,Pemkab,64
6308013,RS Umum Daerah Pambalah Batung,KALIMANTAN SELATAN,RSU,C,Pemkab,200
6307012,RS Umum Daerah  H Damanhuri Barabai,KALIMANTAN SELATAN,RSU,C,Pemkab,228
6305010,RS Umum Daerah Datu Sanggul Rantau,KALIMANTAN SELATAN,RSU,C,Pemkab,92
6304020,RS Umum Daerah  H. Abdul Aziz Marabahan,KALIMANTAN SELATAN,RSU,C,Pemkab,109
6302014,RSUD Pangeran Jaya Sumitra,KALIMANTAN SELATAN,RSU,C,Pemkab,91
6301013,RS Umum Daerah H. Boejasin Pelaihari,KALIMANTAN SELATAN,RSU,C,Pemkab,153
6271028,RS Ibu dan Anak Yasmin Palangka Raya,KALIMANTAN TENGAH,RSIA,C,SWASTA/ LAINNYA,22
6271029,RS Permata Hati Palangkaraya,KALIMANTAN TENGAH,RSU,C,SWASTA/ LAINNYA,32
6271027,RS Awal Bros Betang Pambelum,KALIMANTAN TENGAH,RSU,C,Perusahaan,67
6271025,RS Bhayangkara Palangka Raya,KALIMANTAN TENGAH,RSU,C,POLRI,55
6271068,RS Jiwa Kalawa Atei,KALIMANTAN TENGAH,RSK Jiwa,C,Pemkab,46
6271030,RS Siloam Palangka Raya,KALIMANTAN TENGAH,RSU,C,Perusahaan,29
6210015, RS Umum Daerah Pulang Pisau,KALIMANTAN TENGAH,RSU,C,Pemkab,104
6208014, RS Umum Daerah Kuala Pembuang,KALIMANTAN TENGAH,RSU,C,Pemkab,94
6207012,RS Umum Daerah Kabupaten Lamandau,KALIMANTAN TENGAH,RSU,C,Pemkab,90
6207033, RS Umum Daerah Sukamara,KALIMANTAN TENGAH,RSU,C,Pemkab,64
6213022, RS Umum Daerah Puruk Cahu,KALIMANTAN TENGAH,RSU,C,Pemkab,81
6205011, RS Umum Daerah Muara Teweh,KALIMANTAN TENGAH,RSU,C,Pemkab,109
6212020,RS Umum Daerah Tamiang Layang,KALIMANTAN TENGAH,RSU,C,Pemkab,84
6204016,RS Umum Daerah Jaraga Sasameh,KALIMANTAN TENGAH,RSU,C,Pemkab,113
6211026,RS Umum Daerah Kuala Kurun,KALIMANTAN TENGAH,RSU,C,Pemkab,46
6203015, RS Umum Daerah Dr H Soemarno S,KALIMANTAN TENGAH,RSU,C,Pemkab,121
6209024, RS Umum Daerah  Mas Amsyar Kasongan,KALIMANTAN TENGAH,RSU,C,Pemkab,86
6107024,RSIA Bujang Dara Sintang,KALIMANTAN BARAT,RSIA,C,Perusahaan,22
6172002,RS Ibu dan Anak Wempe Singkawang,KALIMANTAN BARAT,RSIA,C,SWASTA/ LAINNYA,24
6106021,RSIA Permata Bunda,KALIMANTAN BARAT,RSIA,C,Perusahaan,33
6171141,RS  Mitra Medika Pontianak,KALIMANTAN BARAT,RSU,C,Perusahaan,103
6171139,RS Universitas Tanjungpura,KALIMANTAN BARAT,RSU,C,Kementerian Lain,66
6171138,RS Umum Daerah Sultan Syarif  Mohammad Alkadri,KALIMANTAN BARAT,RSU,C,Pemkot,148
6112002,RS Ibu dan Anak Anugrah,KALIMANTAN BARAT,RSIA,C,Perorangan,37
6171136,RS Bersalin Nabasa Pontianak,KALIMANTAN BARAT,RSIA,C,SWASTA/ LAINNYA,29
6171085,RS Bersalin Jeumpa Pontianak,KALIMANTAN BARAT,RSIA,C,Perusahaan,20
6171067,RS Anton Soedjarwo Pontianak ,KALIMANTAN BARAT,RSU,C,POLRI,100
6112135,RS Angkatan Udara dr. Mohammad Sutomo,KALIMANTAN BARAT,RSU,C,TNI AU,36
6171124,RS Anugerah Bunda Khatulistiwa,KALIMANTAN BARAT,RSU,C,SWASTA/ LAINNYA,81
6171113,RS Islam Yarsi Pontianak,KALIMANTAN BARAT,RSU,C,Organisasi Islam ,93
6171022,RS Tk.II Kartika Husada Kes.Dam XII Tanjungpura,KALIMANTAN BARAT,RSU,C,TNI AD,137
6110012,RS Umum Daerah Kabupaten Melawi,KALIMANTAN BARAT,RSU,C,Pemkab,73
6109012,RS Umum Daerah Kabupaten Sekadau,KALIMANTAN BARAT,RSU,C,Pemkab,136
6108011,RS Umum Daerah dr. A. Diponegoro Putussibau,KALIMANTAN BARAT,RSU,C,Pemkab,104
6107010,RS Umum Daerah Ade Muhammad Djoen Sintang ,KALIMANTAN BARAT,RSU,C,Pemkab,124
6106020,RS Fatima Ketapang,KALIMANTAN BARAT,RSU,C,Organisasi Katholik,156
6106016,RS Umum Daerah Dr. Agoesdjam Ketapang,KALIMANTAN BARAT,RSU,C,Pemkab,177
6105026,RS Parindu,KALIMANTAN BARAT,RSU,C,Perusahaan,92
6105015,RS Umum Daerah M. Th. Djaman Sanggau,KALIMANTAN BARAT,RSU,C,Pemkab,91
6104014,RS Umum Daerah Dr. Rubini Mempawah,KALIMANTAN BARAT,RSU,C,Pemkab,132
6103013,RS Umum Daerah Kabupaten Landak,KALIMANTAN BARAT,RSU,C,Pemkab,104
6102012,RS Umum Daerah Bengkayang,KALIMANTAN BARAT,RSU,C,Pemkab,94
6172124,RS Umum Harapan Bersama Singkawang,KALIMANTAN BARAT,RSU,C,Perusahaan,153
6172113,RS Umum Santo Vincentius Singkawang,KALIMANTAN BARAT,RSU,C,Organisasi Katholik,143
6172070,RS Kusta Alverno Singkawang,KALIMANTAN BARAT,RSK KUSTA,C,Organisasi Sosial,44
6102055,RS Umum Bethesda Serukam,KALIMANTAN BARAT,RSU,C,Organisasi Protestan,73
6101033,RS Umum Daerah Pemangkat,KALIMANTAN BARAT,RSU,C,Pemkab,127
6101022,RS Umum Daerah Sambas,KALIMANTAN BARAT,RSU,C,Pemkab,108
5305025,RS Umum Leona,NUSA TENGGARA TIMUR,RSU,C,Perusahaan,82
5316003,RS Umum Daerah Waibakul,NUSA TENGGARA TIMUR,RSU,C,Pemkab,104
5371059,RS Jiwa Naimata,NUSA TENGGARA TIMUR,RSK Jiwa,C,Pemprop,44
5315002,RS Siloam Labuan Bajo,NUSA TENGGARA TIMUR,RSU,C,SWASTA/ LAINNYA,66
5371058,RS Umum Leona Kupang,NUSA TENGGARA TIMUR,RSU,C,Organisasi Sosial,88
5371052,RS Santo Carrolus Boromeus,NUSA TENGGARA TIMUR,RSU,C,Organisasi Katholik,47
